,"04/23/20","04/24/20","04/25/20","04/26/20","04/27/20","04/28/20","04/29/20","04/30/20","05/01/20"
"18051",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18052",210,211,220,222,224,226,230,234,239
"18053",6,6,6,6,6,6,6,6,6
"18054",8,9,9,9,9,10,10,10,10
"18055",33,36,36,36,37,37,38,38,38
"18056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18058",28,29,30,30,30,30,30,32,32
"18059",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18062",127,130,134,135,137,138,138,140,144
"18063",0,0,0,0,0,0,0,0,0
"18064",133,145,161,165,165,182,188,193,197
"18066",6,6,6,6,6,6,6,6,6
"18067",42,44,45,46,46,49,49,51,52
"18069",30,31,31,31,33,33,33,34,34
"18070",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18071",14,14,15,15,15,15,15,16,17
"18072",13,13,13,13,13,13,13,13,13
"18073",16,17,17,17,17,17,18,18,18
"18074",6,6,6,6,6,6,6,6,6
"18076",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18077",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18078",7,7,7,7,7,7,8,9,9
"18080",31,31,32,32,33,33,33,35,35
"18083",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18085",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18087",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18088",22,22,24,24,24,25,26,26,27
"18091",11,11,12,14,14,14,14,14,14
"18092",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18101",37,38,38,39,40,41,42,41,42
"18102",823,835,848,867,880,890,896,916,929
"18103",395,409,432,442,445,458,465,476,484
"18104",240,246,253,258,263,265,271,280,286
"18106",41,42,42,43,43,46,47,49,49
"18109",208,220,226,234,236,239,242,251,260
"18201",876,884,899,906,908,911,915,919,922
"18202",216,220,223,232,233,239,240,244,251
"18210",43,43,43,43,43,45,45,45,46
"18211",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18214",NA,NA,NA,NA,NA,NA,5,5,5
"18216",15,15,15,16,16,16,16,16,16
"18218",NA,NA,6,6,6,6,6,6,6
"18219",6,6,6,6,6,6,6,6,6
"18220",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18222",48,48,48,48,48,48,48,49,49
"18224",32,34,35,36,37,37,38,37,37
"18225",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18229",10,10,10,10,10,10,10,10,11
"18230",0,0,0,0,0,0,0,0,0
"18232",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18235",18,19,20,20,20,20,20,21,22
"18237",29,29,31,32,32,32,32,32,32
"18240",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18245",0,0,0,0,0,0,0,0,0
"18246",0,0,0,0,0,0,0,0,0
"18248",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18249",13,13,13,14,14,14,14,14,14
"18250",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18252",28,29,29,30,30,30,30,30,30
"18254",9,9,9,9,9,9,9,9,9
"18255",36,40,40,40,41,42,43,46,48
"18301",193,198,201,205,208,210,211,215,216
"18302",149,149,151,151,151,152,154,155,156
"18321",8,8,8,8,8,8,8,8,8
"18322",18,18,18,18,18,19,19,21,21
"18324",73,79,80,81,82,83,83,83,85
"18325",8,8,8,8,8,8,8,8,8
"18326",14,14,14,14,15,15,15,15,15
"18327",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18328",37,37,38,38,38,39,41,43,43
"18330",55,55,55,55,56,56,56,56,56
"18331",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18332",26,26,26,26,27,27,27,27,27
"18333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18334",22,22,24,24,24,24,25,26,27
"18336",20,20,20,20,20,21,22,21,21
"18337",113,117,121,122,123,124,127,129,130
"18340",0,0,0,0,0,0,0,0,0
"18343",10,10,10,10,10,11,11,11,11
"18344",32,33,33,34,34,35,35,35,35
"18346",23,24,24,24,24,24,24,26,26
"18347",9,9,9,9,9,10,10,10,10
"18350",6,6,6,6,6,6,6,6,6
"18352",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18353",44,45,46,46,47,47,47,47,49
"18354",5,5,5,5,5,5,5,5,5
"18355",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18360",194,196,202,205,208,213,219,221,234
"18370",13,13,13,13,14,14,14,14,14
"18371",NA,NA,NA,NA,NA,NA,5,7,7
"18372",14,14,14,14,15,15,16,16,16
"18403",17,18,18,18,18,18,18,19,19
"18405",5,5,6,6,6,6,6,7,7
"18407",52,52,53,53,61,63,63,75,75
"18411",49,51,53,53,54,54,55,55,55
"18414",11,11,11,11,12,12,12,12,12
"18415",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18419",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18421",50,51,51,51,51,51,51,52,52
"18424",12,12,12,12,13,13,13,13,13
"18425",7,7,7,7,7,7,7,7,7
"18426",9,9,9,9,10,10,10,10,10
"18427",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18428",57,58,59,59,59,64,65,68,69
"18430",0,0,0,0,0,0,0,0,0
"18431",15,16,18,18,18,18,18,19,19
"18433",10,10,11,11,11,11,11,11,11
"18434",11,11,11,11,13,14,15,15,15
"18435",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18436",31,31,33,33,33,33,34,35,35
"18437",0,0,0,0,0,0,0,NA,NA
"18438",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18439",0,0,0,0,0,0,0,0,0
"18441",0,0,0,0,0,0,0,0,0
"18443",0,0,0,0,0,0,0,0,0
"18444",20,26,24,27,31,33,35,37,40
"18445",0,0,0,0,0,0,0,0,0
"18446",NA,NA,NA,NA,5,5,6,7,7
"18447",24,24,24,26,28,28,29,31,31
"18451",0,0,0,0,0,0,0,0,0
"18452",7,8,9,9,9,9,9,10,10
"18453",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18455",0,0,0,0,0,0,0,0,0
"18456",0,0,0,0,0,0,0,0,0
"18458",16,16,17,17,17,17,17,17,18
"18460",0,0,0,0,0,0,0,0,0
"18461",0,0,0,0,0,0,0,0,0
"18462",0,0,0,0,0,0,0,0,0
"18463",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18464",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18465",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18466",101,102,103,105,110,111,113,115,116
"18469",0,0,0,0,0,0,0,0,0
"18470",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18471",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18472",NA,NA,NA,NA,NA,NA,NA,5,6
"18503",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18504",62,64,72,74,75,76,79,84,87
"18505",101,107,114,118,124,128,134,140,148
"18507",18,17,17,17,17,17,18,18,18
"18508",65,72,76,78,81,80,81,85,86
"18509",26,27,29,30,30,32,33,35,37
"18510",107,107,113,118,126,130,130,131,133
"18512",36,36,39,40,41,43,45,46,46
"18517",19,20,22,23,24,25,25,25,26
"18518",18,20,21,21,22,23,23,23,23
"18519",7,9,9,9,9,10,10,12,12
"18603",137,140,145,150,153,154,155,155,159
"18610",30,32,32,33,34,34,34,34,35
"18612",15,15,15,15,15,15,15,15,15
"18614",0,0,0,0,0,0,0,0,0
"18615",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18616",0,0,0,0,0,0,0,0,0
"18617",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18618",NA,NA,NA,NA,5,5,5,5,5
"18619",0,0,0,0,0,0,0,0,0
"18621",10,11,11,12,13,13,14,14,14
"18622",0,0,0,0,0,0,0,0,0
"18623",0,0,0,0,0,0,0,0,0
"18624",0,0,0,0,0,0,0,NA,NA
"18628",0,0,0,0,0,0,0,0,0
"18629",0,0,0,0,0,0,0,0,0
"18630",0,0,0,0,0,0,0,0,0
"18631",NA,NA,NA,NA,5,6,7,7,7
"18632",0,0,0,0,0,0,0,0,0
"18634",24,25,25,27,30,31,32,33,33
"18635",17,18,18,18,18,20,20,20,20
"18636",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18640",39,40,41,43,44,44,44,44,45
"18641",17,17,17,17,18,19,20,20,20
"18642",6,6,6,7,7,7,8,8,8
"18643",14,14,15,15,15,18,19,20,20
"18644",19,20,21,22,22,22,21,21,20
"18651",11,12,12,14,14,16,17,17,17
"18655",24,25,26,28,28,29,30,32,32
"18656",NA,5,5,5,5,5,NA,NA,NA
"18657",9,9,9,9,9,9,9,9,10
"18660",8,7,7,7,7,7,7,8,8
"18661",15,15,16,16,17,18,18,18,18
"18701",NA,NA,NA,NA,NA,NA,NA,6,7
"18702",174,182,187,197,208,216,227,236,242
"18704",72,73,74,75,75,80,83,82,83
"18705",41,44,44,46,45,46,49,50,56
"18706",30,30,32,33,34,37,37,40,44
"18707",71,76,78,80,83,87,89,91,91
"18708",10,9,9,9,9,9,9,10,10
"18709",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18801",NA,NA,NA,5,5,6,6,6,6
"18810",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18812",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18817",0,0,0,0,0,0,0,0,0
"18818",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18821",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18822",0,0,0,0,0,0,0,0,0
"18823",0,0,0,0,0,0,0,0,0
"18824",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18825",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18826",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18828",0,0,0,0,0,0,0,0,0
"18829",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18830",0,0,0,0,0,0,0,0,0
"18831",0,0,0,0,0,0,0,0,0
"18832",0,0,0,0,0,0,0,0,0
"18833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18834",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18837",0,0,0,0,0,0,0,0,0
"18840",14,14,14,14,14,14,14,15,16
"18842",0,0,0,0,0,0,0,0,0
"18844",0,0,0,0,0,0,0,0,0
"18845",0,0,0,0,0,0,0,0,0
"18846",0,0,0,0,0,0,0,0,0
"18847",7,7,7,7,7,7,7,7,7
"18848",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18850",0,0,0,0,0,0,0,0,0
"18851",0,0,0,0,0,0,0,0,0
"18853",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18854",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18901",177,189,217,220,224,232,238,246,294
"18902",57,60,66,66,67,67,67,70,71
"18913",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18914",35,36,36,39,40,41,42,46,47
"18915",5,5,5,5,5,5,5,5,5
"18917",9,9,9,9,9,9,9,9,9
"18920",0,0,0,0,0,0,0,0,0
"18923",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18925",15,15,17,18,18,18,19,19,19
"18927",0,0,0,0,0,0,0,0,0
"18929",28,29,30,33,33,33,33,33,33
"18930",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18932",0,0,0,0,0,0,0,0,0
"18933",0,0,0,0,0,0,0,0,0
"18934",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18936",31,31,31,31,31,31,31,32,32
"18938",28,29,31,32,33,33,36,37,37
"18940",87,92,93,95,100,100,105,109,112
"18942",NA,NA,NA,NA,NA,NA,NA,NA,5
"18944",37,40,40,40,40,40,42,43,43
"18947",13,14,14,14,15,15,15,17,17
"18951",80,84,89,91,96,101,109,112,113
"18954",27,30,32,33,33,33,34,40,40
"18955",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18960",45,45,46,46,46,46,46,46,50
"18964",59,60,60,61,62,62,62,63,65
"18966",107,116,122,127,129,134,138,147,158
"18969",60,63,66,67,68,68,69,70,72
"18972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18974",132,136,143,144,150,152,154,156,162
"18976",55,60,66,69,77,78,84,90,103
"18977",7,8,10,10,10,10,10,10,10
"19001",91,95,97,97,97,98,99,100,101
"19002",164,164,175,182,184,185,189,190,194
"19003",45,47,47,47,49,50,50,50,53
"19004",51,51,52,52,52,53,53,53,56
"19006",93,96,99,103,107,109,111,114,116
"19007",100,109,119,125,132,132,135,138,148
"19008",109,113,115,116,117,121,130,135,138
"19009",0,0,0,0,0,0,0,0,0
"19010",97,98,102,105,109,109,110,112,114
"19012",45,46,48,48,49,49,50,51,52
"19013",152,157,160,170,173,186,198,205,214
"19014",74,76,79,82,83,86,88,90,93
"19015",71,72,77,79,82,84,89,93,96
"19018",110,118,121,126,133,138,143,146,147
"19020",214,239,250,259,269,274,282,292,303
"19021",22,25,29,33,35,36,38,40,43
"19022",16,18,18,19,20,20,20,21,22
"19023",203,221,232,245,250,258,272,280,302
"19025",15,15,15,15,15,15,16,17,17
"19026",145,152,156,164,169,171,178,181,186
"19027",101,110,113,116,116,117,125,130,136
"19029",11,11,12,12,13,17,17,18,18
"19030",43,46,47,49,49,50,51,53,56
"19031",38,40,40,48,50,49,51,52,52
"19032",43,46,46,48,52,55,56,58,58
"19033",17,17,17,18,19,19,21,21,21
"19034",27,27,27,29,29,30,32,34,35
"19035",12,12,12,12,12,13,13,13,13
"19036",42,43,47,49,50,52,54,55,55
"19038",183,199,206,210,214,218,226,238,250
"19040",54,54,56,56,56,58,59,62,61
"19041",29,31,32,32,33,33,35,35,41
"19043",5,5,7,8,10,8,8,8,8
"19044",38,41,42,42,42,44,49,49,50
"19046",87,88,91,93,96,96,103,105,110
"19047",221,242,250,253,258,271,282,306,309
"19050",324,343,344,355,360,362,373,382,389
"19053",67,73,76,77,80,82,86,88,93
"19054",58,60,63,67,71,74,77,78,83
"19055",54,58,61,62,65,65,67,70,72
"19056",39,42,47,49,50,56,61,72,73
"19057",35,38,40,43,47,48,51,60,66
"19060",26,26,26,26,27,27,27,27,27
"19061",53,58,64,66,67,69,69,72,73
"19063",228,244,266,271,275,288,305,322,341
"19064",101,103,105,108,108,114,121,122,125
"19066",50,52,52,52,52,52,52,52,52
"19067",186,199,207,227,234,238,239,249,258
"19070",20,22,23,23,23,24,25,25,26
"19072",40,40,40,40,41,42,42,42,42
"19073",74,78,80,82,84,87,87,89,93
"19074",20,21,22,23,23,24,25,26,27
"19075",26,26,26,27,28,28,29,29,30
"19076",31,33,35,38,39,41,43,44,46
"19078",43,43,45,46,47,47,48,50,50
"19079",65,67,69,72,76,76,82,82,86
"19081",32,32,33,34,34,34,35,35,36
"19082",306,325,337,347,355,363,385,391,414
"19083",126,129,133,135,136,137,139,138,143
"19085",12,12,13,13,13,13,13,14,14
"19086",109,113,113,113,113,115,115,115,117
"19087",69,74,75,77,78,78,84,85,89
"19090",117,119,127,129,130,130,134,138,138
"19094",20,20,20,20,20,20,20,20,20
"19095",113,118,124,127,145,146,150,153,155
"19096",75,79,81,82,85,86,88,92,95
"19102",30,30,32,32,33,33,33,33,34
"19103",119,123,126,126,126,129,133,138,138
"19104",174,178,180,181,184,184,190,193,193
"19106",29,30,31,31,31,32,32,34,34
"19107",88,89,90,91,92,96,99,103,104
"19111",444,465,488,506,525,533,550,564,590
"19112",0,0,0,0,0,0,0,0,0
"19113",0,0,0,0,0,0,0,0,0
"19114",165,179,188,196,203,204,209,217,221
"19115",400,438,452,466,470,474,479,490,497
"19116",287,307,325,332,340,343,345,368,373
"19118",56,63,71,71,75,75,76,98,102
"19119",178,196,203,211,220,223,231,238,247
"19120",402,418,442,451,459,471,479,501,516
"19121",185,194,198,204,208,216,223,229,234
"19122",97,100,103,107,110,109,110,112,116
"19123",120,126,128,140,140,142,142,149,150
"19124",385,398,407,418,431,439,450,465,479
"19125",98,98,101,104,106,111,112,115,121
"19126",196,209,213,222,226,227,237,246,250
"19127",17,17,17,17,17,17,18,18,18
"19128",199,203,207,212,217,219,226,235,240
"19129",57,60,60,61,62,62,64,67,69
"19130",119,128,137,138,142,143,159,173,176
"19131",395,404,420,430,432,444,452,465,477
"19132",290,296,303,311,316,323,332,340,347
"19133",169,170,173,179,182,185,187,190,194
"19134",255,261,271,275,277,286,297,310,321
"19135",168,175,177,185,195,204,211,217,224
"19136",360,367,397,405,409,434,438,462,468
"19137",18,19,19,21,21,21,22,23,24
"19138",219,222,232,236,241,250,256,261,265
"19139",371,387,398,406,409,414,425,436,439
"19140",323,337,351,354,360,371,379,398,405
"19141",171,177,183,189,190,196,206,209,213
"19142",246,258,267,275,280,283,295,301,304
"19143",412,419,435,442,444,454,465,467,474
"19144",279,296,320,332,335,351,364,374,383
"19145",268,272,279,286,292,300,313,315,316
"19146",213,222,230,230,234,236,234,254,254
"19147",140,147,150,154,157,159,162,164,172
"19148",256,264,273,284,292,305,315,324,328
"19149",310,322,332,339,345,357,366,383,387
"19150",208,227,233,238,242,245,253,271,276
"19151",289,297,307,308,313,316,322,328,332
"19152",225,245,256,261,269,277,285,298,309
"19153",94,98,97,98,98,99,99,102,104
"19154",182,187,193,197,203,206,211,223,229
"19301",16,17,20,20,23,23,26,27,30
"19310",5,5,5,5,5,5,5,5,5
"19311",6,6,6,6,6,6,6,7,7
"19312",63,71,79,81,81,82,83,83,85
"19317",14,14,14,14,15,15,15,16,16
"19319",0,0,0,0,0,0,0,0,0
"19320",90,97,103,104,110,117,119,128,135
"19330",6,7,7,7,8,8,8,8,9
"19333",12,13,13,13,14,14,14,15,15
"19335",78,87,92,97,102,107,110,120,128
"19341",37,37,38,39,39,39,42,43,45
"19342",53,54,54,55,59,61,74,76,81
"19343",5,5,5,7,7,7,7,7,8
"19344",19,19,19,19,19,19,20,20,21
"19345",0,0,0,0,0,0,0,0,0
"19348",24,25,27,27,28,28,29,30,31
"19350",11,11,12,12,13,13,13,13,14
"19352",6,6,6,6,6,6,6,6,6
"19355",75,78,81,86,87,93,100,100,103
"19362",6,6,8,8,8,8,8,8,8
"19363",25,27,28,29,31,32,33,35,35
"19365",12,12,12,14,14,15,16,16,16
"19372",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19373",23,24,24,24,24,25,25,26,26
"19374",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19380",122,131,147,154,162,166,168,171,180
"19382",131,148,161,168,171,176,190,198,205
"19383",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19390",14,15,15,15,15,15,15,15,15
"19401",225,236,247,262,271,276,294,315,325
"19403",113,119,119,125,134,311,314,320,330
"19405",11,11,12,12,12,12,13,13,13
"19406",73,74,74,77,78,80,85,84,86
"19422",67,70,71,73,75,75,76,75,78
"19425",25,25,25,25,25,25,25,26,26
"19426",119,121,124,125,126,127,129,132,133
"19428",49,50,51,54,55,55,57,60,59
"19435",0,0,0,0,0,NA,NA,NA,NA
"19436",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19438",66,67,67,70,71,71,73,74,74
"19440",101,101,102,106,106,107,108,112,114
"19444",64,70,73,74,75,75,77,79,79
"19446",184,196,207,211,217,220,226,241,245
"19453",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19454",82,83,85,86,87,88,95,98,98
"19456",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19460",71,78,85,90,94,107,111,123,129
"19462",73,73,75,75,75,75,78,80,80
"19464",116,120,122,126,128,128,131,136,138
"19465",13,14,13,16,16,16,17,18,18
"19468",115,132,135,139,144,145,148,155,161
"19473",20,21,21,23,23,23,23,23,24
"19475",39,42,43,47,48,51,53,61,61
"19477",6,6,6,6,7,7,7,8,9
"19492",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19501",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19503",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19504",6,6,6,6,6,6,6,6,6
"19505",5,7,7,8,8,9,10,11,11
"19506",16,18,18,19,19,19,19,20,20
"19507",NA,NA,NA,NA,NA,6,6,6,6
"19508",32,32,34,36,37,39,40,40,40
"19510",15,17,18,19,20,20,20,22,22
"19512",18,21,22,23,24,26,26,28,27
"19518",26,29,31,34,36,36,36,37,37
"19520",5,6,6,6,6,6,6,6,6
"19522",21,22,22,22,25,26,26,27,28
"19525",26,28,28,34,34,34,34,35,36
"19526",25,27,28,29,29,30,30,30,30
"19529",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19530",30,33,35,35,36,36,36,38,39
"19533",18,21,21,24,24,25,26,28,28
"19534",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19539",6,7,7,7,7,7,8,8,8
"19540",12,12,12,13,13,13,13,14,14
"19541",7,8,8,8,8,8,8,8,8
"19543",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19547",9,9,9,9,10,10,10,11,12
"19549",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19550",0,0,0,0,0,0,0,0,0
"19551",6,6,6,6,7,7,7,7,7
"19555",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19560",42,45,50,53,55,56,57,57,60
"19562",14,14,14,14,16,17,17,18,20
"19565",29,29,29,29,29,33,35,36,36
"19567",16,18,20,20,20,29,29,29,30
"19601",445,467,477,493,496,507,510,523,535
"19602",183,191,199,205,207,213,217,225,229
"19604",370,388,406,415,417,436,438,446,453
"19605",109,114,117,127,128,131,135,137,141
"19606",112,120,122,130,131,135,135,139,143
"19607",56,61,64,65,66,68,69,74,77
"19608",205,215,219,225,226,229,230,231,234
"19609",36,36,36,40,40,41,41,42,42
"19610",58,63,63,65,70,71,71,73,76
"19611",197,208,208,209,210,214,216,219,220
